key,value,year,date
arts,0,5,2011
arts,0,6,2011
arts,0,7,2011
arts,0,8,2011
arts,0,9,2011
wcu,67,0,1996
wcu,53.4,1,1996
wcu,50.2,2,1996
wcu,27,3,1996
wcu,7.6,4,1996
wcu,2.5,5,1996
wcu,1.4,6,1996
wcu,1.1,7,1996
wcu,0.8,8,1996
wcu,0.6,9,1996
wcu,67.5,0,1997
wcu,57.2,1,1997
wcu,51.6,2,1997
wcu,26.1,3,1997
wcu,5.1,4,1997
wcu,2.4,5,1997
wcu,1.3,6,1997
wcu,0.4,7,1997
wcu,0.3,8,1997
wcu,0.4,9,1997
wcu,69.6,0,1998
wcu,55.6,1,1998
wcu,50.6,2,1998
wcu,26.9,3,1998
wcu,6.5,4,1998
wcu,2.7,5,1998
wcu,1.7,6,1998
wcu,0.9,7,1998
wcu,0.9,8,1998
wcu,0.8,9,1998
wcu,71.5,0,1999
wcu,56.5,1,1999
wcu,52.9,2,1999
wcu,30.1,3,1999
wcu,7.7,4,1999
wcu,3.6,5,1999
wcu,1.4,6,1999
wcu,0.7,7,1999
wcu,0.6,8,1999
wcu,0.4,9,1999
wcu,69.4,0,2000
wcu,57.2,1,2000
wcu,50.5,2,2000
wcu,25.8,3,2000
wcu,5.1,4,2000
wcu,2.6,5,2000
wcu,1.3,6,2000
wcu,1.2,7,2000
wcu,0.5,8,2000
wcu,0.1,9,2000
wcu,71,0,2001
wcu,58.2,1,2001
wcu,53.6,2,2001
wcu,28.7,3,2001
wcu,6.8,4,2001
wcu,2.9,5,2001
wcu,1.3,6,2001
wcu,1.3,7,2001
wcu,0.7,8,2001
wcu,0.3,9,2001
wcu,69.1,0,2002
wcu,58.2,1,2002
wcu,52.3,2,2002
wcu,24.1,3,2002
wcu,7.1,4,2002
wcu,2.3,5,2002
wcu,1,6,2002
wcu,0.7,7,2002
wcu,0.7,8,2002
wcu,0.3,9,2002
wcu,73.9,0,2003
wcu,60,1,2003
wcu,54.2,2,2003
wcu,26.1,3,2003
wcu,6.3,4,2003
wcu,2.1,5,2003
wcu,1.4,6,2003
wcu,0.9,7,2003
wcu,0.5,8,2003
wcu,0,9,2003
wcu,70.9,0,2004
wcu,59.6,1,2004
wcu,53.6,2,2004
wcu,25,3,2004
wcu,6.3,4,2004
wcu,2.6,5,2004
wcu,1.3,6,2004
wcu,0.9,7,2004
wcu,0,8,2004
wcu,0,9,2004
wcu,71.3,0,2005
wcu,60,1,2005
wcu,55.1,2,2005
wcu,24.7,3,2005
wcu,5.1,4,2005
wcu,2,5,2005
wcu,0.8,6,2005
wcu,0,7,2005
wcu,0,8,2005
wcu,0,9,2005
wcu,66.5,0,2006
wcu,55.5,1,2006
wcu,51.9,2,2006
wcu,22.5,3,2006
wcu,5.2,4,2006
wcu,2.2,5,2006
wcu,0,6,2006
wcu,0,7,2006
wcu,0,8,2006
wcu,0,9,2006
wcu,71.5,0,2007
wcu,60.2,1,2007
wcu,54.2,2,2007
wcu,21.4,3,2007
wcu,5,4,2007
wcu,0,5,2007
wcu,0,6,2007
wcu,0,7,2007
wcu,0,8,2007
wcu,0,9,2007
wcu,76.2,0,2008
wcu,67.8,1,2008
wcu,60.7,2,2008
wcu,20.9,3,2008
wcu,0,4,2008
wcu,0,5,2008
wcu,0,6,2008
wcu,0,7,2008
wcu,0,8,2008
wcu,0,9,2008
wcu,74.2,0,2009
wcu,64.4,1,2009
wcu,58.6,2,2009
wcu,0,3,2009
wcu,0,4,2009
wcu,0,5,2009
wcu,0,6,2009
wcu,0,7,2009
wcu,0,8,2009
wcu,0,9,2009
wcu,72,0,2010
wcu,63,1,2010
wcu,0,2,2010
wcu,0,3,2010
wcu,0,4,2010
wcu,0,5,2010
wcu,0,6,2010
wcu,0,7,2010
wcu,0,8,2010
wcu,0,9,2010
wcu,73.7,0,2011
wcu,0,1,2011
wcu,0,2,2011
wcu,0,3,2011
wcu,0,4,2011
wcu,0,5,2011
wcu,0,6,2011
wcu,0,7,2011
wcu,0,8,2011
wcu,0,9,2011
wssu,75,0,1996
wssu,56,1,1996
wssu,51.3,2,1996
wssu,30.6,3,1996
wssu,9.2,4,1996
wssu,3.8,5,1996
wssu,2.7,6,1996
wssu,1.7,7,1996
wssu,1.5,8,1996
wssu,1.3,9,1996
wssu,68,0,1997
wssu,60.6,1,1997
wssu,57.5,2,1997
wssu,30.9,3,1997
wssu,12,4,1997
wssu,4.3,5,1997
wssu,1.4,6,1997
wssu,1.4,7,1997
wssu,1.4,8,1997
wssu,1.2,9,1997
wssu,73.1,0,1998
wssu,63.2,1,1998
wssu,57.6,2,1998
wssu,31.3,3,1998
wssu,10.9,4,1998
wssu,4,5,1998
wssu,1.7,6,1998
wssu,1.5,7,1998
wssu,1.3,8,1998
wssu,0.8,9,1998
wssu,72.1,0,1999
wssu,65.3,1,1999
wssu,62.6,2,1999
wssu,36.3,3,1999
wssu,12.2,4,1999
wssu,6.7,5,1999
wssu,4,6,1999
wssu,2.1,7,1999
wssu,1.9,8,1999
wssu,1.1,9,1999
wssu,73.1,0,2000
wssu,63.1,1,2000
wssu,59.5,2,2000
wssu,34.3,3,2000
wssu,11.4,4,2000
wssu,4.8,5,2000
wssu,3.4,6,2000
wssu,1.8,7,2000
wssu,1.2,8,2000
wssu,0.6,9,2000
wssu,78.3,0,2001
wssu,68.4,1,2001
wssu,63.4,2,2001
wssu,37.5,3,2001
wssu,14,4,2001
wssu,6,5,2001
wssu,3.1,6,2001
wssu,2.3,7,2001
wssu,1.6,8,2001
wssu,0.5,9,2001
wssu,76.7,0,2002
wssu,65.5,1,2002
wssu,61.8,2,2002
wssu,35.2,3,2002
wssu,13,4,2002
wssu,4.3,5,2002
wssu,2.2,6,2002
wssu,1.5,7,2002
wssu,1.3,8,2002
wssu,1.3,9,2002
wssu,77.7,0,2003
wssu,65.6,1,2003
wssu,58.2,2,2003
wssu,36.7,3,2003
wssu,15.2,4,2003
wssu,6.5,5,2003
wssu,2.8,6,2003
wssu,2.4,7,2003
wssu,1.9,8,2003
wssu,0,9,2003
wssu,75.3,0,2004
wssu,61.8,1,2004
wssu,54.7,2,2004
wssu,33,3,2004
wssu,13,4,2004
wssu,5.9,5,2004
wssu,2.5,6,2004
wssu,1,7,2004
wssu,0,8,2004
wssu,0,9,2004
wssu,73,0,2005
wssu,59.3,1,2005
wssu,55.2,2,2005
wssu,33.4,3,2005
wssu,14.4,4,2005
wssu,4.8,5,2005
wssu,1.4,6,2005
wssu,0,7,2005
wssu,0,8,2005
wssu,0,9,2005
wssu,68,0,2006
wssu,58.1,1,2006
wssu,52.4,2,2006
wssu,35.1,3,2006
wssu,13.8,4,2006
wssu,3.7,5,2006
wssu,0,6,2006
wssu,0,7,2006
wssu,0,8,2006
wssu,0,9,2006
wssu,73.4,0,2007
wssu,62.3,1,2007
wssu,57.3,2,2007
wssu,35.9,3,2007
wssu,12.3,4,2007
wssu,0,5,2007
wssu,0,6,2007
wssu,0,7,2007
wssu,0,8,2007
wssu,0,9,2007
wssu,77.8,0,2008
wssu,61.9,1,2008
wssu,56.8,2,2008
wssu,35.4,3,2008
wssu,0,4,2008
wssu,0,5,2008
wssu,0,6,2008
wssu,0,7,2008
wssu,0,8,2008
wssu,0,9,2008
wssu,77,0,2009
wssu,64.4,1,2009
wssu,56.9,2,2009
wssu,0,3,2009
wssu,0,4,2009
wssu,0,5,2009
wssu,0,6,2009
wssu,0,7,2009
wssu,0,8,2009
wssu,0,9,2009
wssu,80.4,0,2010
wssu,62.6,1,2010
wssu,0,2,2010
wssu,0,3,2010
wssu,0,4,2010
wssu,0,5,2010
wssu,0,6,2010
wssu,0,7,2010
wssu,0,8,2010
wssu,0,9,2010
wssu,78.3,0,2011
wssu,0,1,2011
wssu,0,2,2011
wssu,0,3,2011
wssu,0,4,2011
wssu,0,5,2011
wssu,0,6,2011
wssu,0,7,2011
wssu,0,8,2011
wssu,0,9,2011
ncsu,88.1,0,1996
ncsu,78.7,1,1996
ncsu,73.4,2,1996
ncsu,43.3,3,1996
ncsu,11.4,4,1996
ncsu,4.7,5,1996
ncsu,2.3,6,1996
ncsu,1.5,7,1996
ncsu,1,8,1996
ncsu,0.9,9,1996
ncsu,87.8,0,1997
ncsu,78.1,1,1997
ncsu,72.2,2,1997
ncsu,43.6,3,1997
ncsu,11.7,4,1997
ncsu,4.2,5,1997
ncsu,2.3,6,1997
ncsu,1.6,7,1997
ncsu,1.1,8,1997
ncsu,0.7,9,1997
ncsu,88,0,1998
ncsu,79.2,1,1998
ncsu,74.1,2,1998
ncsu,42.8,3,1998
ncsu,10.5,4,1998
ncsu,3.8,5,1998
ncsu,2.2,6,1998
ncsu,1.4,7,1998
ncsu,0.7,8,1998
ncsu,0.5,9,1998
ncsu,88.9,0,1999
ncsu,81.1,1,1999
ncsu,77,2,1999
ncsu,40.1,3,1999
ncsu,9.3,4,1999
ncsu,3.8,5,1999
ncsu,2,6,1999
ncsu,1.2,7,1999
ncsu,1,8,1999
ncsu,0.9,9,1999
ncsu,88.7,0,2000
ncsu,81.9,1,2000
ncsu,77.6,2,2000
ncsu,38.8,3,2000
ncsu,9.2,4,2000
ncsu,3.1,5,2000
ncsu,1.4,6,2000
ncsu,0.6,7,2000
ncsu,0.6,8,2000
ncsu,0.5,9,2000
ncsu,89.1,0,2001
ncsu,81.8,1,2001
ncsu,76.6,2,2001
ncsu,37.3,3,2001
ncsu,8.9,4,2001
ncsu,3.3,5,2001
ncsu,1.8,6,2001
ncsu,1.2,7,2001
ncsu,0.9,8,2001
ncsu,0.8,9,2001
ncsu,90,0,2002
ncsu,82.7,1,2002
ncsu,77.6,2,2002
ncsu,37.8,3,2002
ncsu,8,4,2002
ncsu,3.2,5,2002
ncsu,1.9,6,2002
ncsu,1,7,2002
ncsu,0.9,8,2002
ncsu,0.5,9,2002
ncsu,90.7,0,2003
ncsu,83.8,1,2003
ncsu,79.6,2,2003
ncsu,35.9,3,2003
ncsu,8.4,4,2003
ncsu,2.7,5,2003
ncsu,1.3,6,2003
ncsu,1.1,7,2003
ncsu,0.7,8,2003
ncsu,0,9,2003
ncsu,89.2,0,2004
ncsu,82.5,1,2004
ncsu,78.4,2,2004
ncsu,35.6,3,2004
ncsu,8.7,4,2004
ncsu,3.1,5,2004
ncsu,1.5,6,2004
ncsu,0.8,7,2004
ncsu,0,8,2004
ncsu,0,9,2004
ncsu,89.4,0,2005
ncsu,82.7,1,2005
ncsu,78.9,2,2005
ncsu,35.9,3,2005
ncsu,8.6,4,2005
ncsu,2.8,5,2005
ncsu,1.6,6,2005
ncsu,0,7,2005
ncsu,0,8,2005
ncsu,0,9,2005
ncsu,89.2,0,2006
ncsu,82,1,2006
ncsu,77.5,2,2006
ncsu,35.8,3,2006
ncsu,7.7,4,2006
ncsu,2.8,5,2006
ncsu,0,6,2006
ncsu,0,7,2006
ncsu,0,8,2006
ncsu,0,9,2006
ncsu,89.6,0,2007
ncsu,83.6,1,2007
ncsu,79.3,2,2007
ncsu,36.6,3,2007
ncsu,8.3,4,2007
ncsu,0,5,2007
ncsu,0,6,2007
ncsu,0,7,2007
ncsu,0,8,2007
ncsu,0,9,2007
ncsu,90.9,0,2008
ncsu,84,1,2008
ncsu,80.3,2,2008
ncsu,35.5,3,2008
ncsu,0,4,2008
ncsu,0,5,2008
ncsu,0,6,2008
ncsu,0,7,2008
ncsu,0,8,2008
ncsu,0,9,2008
ncsu,89.5,0,2009
ncsu,83.5,1,2009
ncsu,79.8,2,2009
ncsu,0,3,2009
ncsu,0,4,2009
ncsu,0,5,2009
ncsu,0,6,2009
ncsu,0,7,2009
ncsu,0,8,2009
ncsu,0,9,2009
ncsu,89.4,0,2010
ncsu,84.5,1,2010
ncsu,0,2,2010
ncsu,0,3,2010
ncsu,0,4,2010
ncsu,0,5,2010
ncsu,0,6,2010
ncsu,0,7,2010
ncsu,0,8,2010
ncsu,0,9,2010
ncsu,92,0,2011
ncsu,0,1,2011
ncsu,0,2,2011
ncsu,0,3,2011
ncsu,0,4,2011
ncsu,0,5,2011
ncsu,0,6,2011
ncsu,0,7,2011
ncsu,0,8,2011
ncsu,0,9,2011
nccu,84.1,0,1996
nccu,68.6,1,1996
nccu,62.7,2,1996
nccu,32.3,3,1996
nccu,13.4,4,1996
nccu,7.2,5,1996
nccu,5.3,6,1996
nccu,3.5,7,1996
nccu,1.6,8,1996
nccu,1.5,9,1996
nccu,77.2,0,1997
nccu,68.1,1,1997
nccu,59.7,2,1997
nccu,28.7,3,1997
nccu,12.4,4,1997
nccu,5.9,5,1997
nccu,3.5,6,1997
nccu,3.1,7,1997
nccu,1,8,1997
nccu,1.1,9,1997
nccu,77,0,1998
nccu,66.3,1,1998
nccu,61.8,2,1998
nccu,29.3,3,1998
nccu,11,4,1998
nccu,5.3,5,1998
nccu,3.6,6,1998
nccu,1.6,7,1998
nccu,0.7,8,1998
nccu,1,9,1998
nccu,72.3,0,1999
nccu,61.9,1,1999
nccu,58,2,1999
nccu,30.4,3,1999
nccu,14.3,4,1999
nccu,6.6,5,1999
nccu,3.8,6,1999
nccu,1.4,7,1999
nccu,1,8,1999
nccu,1,9,1999
nccu,78.5,0,2000
nccu,69.6,1,2000
nccu,63.6,2,2000
nccu,37.8,3,2000
nccu,13.5,4,2000
nccu,6.3,5,2000
nccu,2.4,6,2000
nccu,0.8,7,2000
nccu,0.7,8,2000
nccu,0.7,9,2000
nccu,81.8,0,2001
nccu,70.8,1,2001
nccu,64.9,2,2001
nccu,37.3,3,2001
nccu,14.1,4,2001
nccu,5.1,5,2001
nccu,2.4,6,2001
nccu,1.8,7,2001
nccu,1.4,8,2001
nccu,0.5,9,2001
nccu,78.2,0,2002
nccu,70,1,2002
nccu,63.8,2,2002
nccu,35.4,3,2002
nccu,14.4,4,2002
nccu,5.6,5,2002
nccu,2.4,6,2002
nccu,1,7,2002
nccu,0.7,8,2002
nccu,0.9,9,2002
nccu,77.8,0,2003
nccu,66.4,1,2003
nccu,58,2,2003
nccu,34.8,3,2003
nccu,11.3,4,2003
nccu,4.5,5,2003
nccu,1.8,6,2003
nccu,1,7,2003
nccu,0.5,8,2003
nccu,0,9,2003
nccu,76.4,0,2004
nccu,61.6,1,2004
nccu,53.4,2,2004
nccu,30.1,3,2004
nccu,12.7,4,2004
nccu,5.2,5,2004
nccu,1.3,6,2004
nccu,1.1,7,2004
nccu,0,8,2004
nccu,0,9,2004
nccu,71,0,2005
nccu,57.2,1,2005
nccu,48.9,2,2005
nccu,29.8,3,2005
nccu,11.4,4,2005
nccu,2.9,5,2005
nccu,1.3,6,2005
nccu,0,7,2005
nccu,0,8,2005
nccu,0,9,2005
nccu,77.3,0,2006
nccu,62.3,1,2006
nccu,56.4,2,2006
nccu,35.6,3,2006
nccu,11.3,4,2006
nccu,3.9,5,2006
nccu,0,6,2006
nccu,0,7,2006
nccu,0,8,2006
nccu,0,9,2006
nccu,71.6,0,2007
nccu,57.1,1,2007
nccu,50.1,2,2007
nccu,30.4,3,2007
nccu,9.6,4,2007
nccu,0,5,2007
nccu,0,6,2007
nccu,0,7,2007
nccu,0,8,2007
nccu,0,9,2007
nccu,77,0,2008
nccu,64.7,1,2008
nccu,54.7,2,2008
nccu,30.2,3,2008
nccu,0,4,2008
nccu,0,5,2008
nccu,0,6,2008
nccu,0,7,2008
nccu,0,8,2008
nccu,0,9,2008
nccu,69.2,0,2009
nccu,56.2,1,2009
nccu,49.9,2,2009
nccu,0,3,2009
nccu,0,4,2009
nccu,0,5,2009
nccu,0,6,2009
nccu,0,7,2009
nccu,0,8,2009
nccu,0,9,2009
nccu,67.7,0,2010
nccu,56.9,1,2010
nccu,0,2,2010
nccu,0,3,2010
nccu,0,4,2010
nccu,0,5,2010
nccu,0,6,2010
nccu,0,7,2010
nccu,0,8,2010
nccu,0,9,2010
nccu,71.5,0,2011
nccu,0,1,2011
nccu,0,2,2011
nccu,0,3,2011
nccu,0,4,2011
nccu,0,5,2011
nccu,0,6,2011
nccu,0,7,2011
nccu,0,8,2011
nccu,0,9,2011
ncat,75,0,1996
ncat,62.5,1,1996
ncat,56.2,2,1996
ncat,28,3,1996
ncat,8.2,4,1996
ncat,3.7,5,1996
ncat,2.7,6,1996
ncat,1.4,7,1996
ncat,1.1,8,1996
ncat,0.7,9,1996
ncat,76.7,0,1997
ncat,65.8,1,1997
ncat,59.7,2,1997
ncat,29.8,3,1997
ncat,9.5,4,1997
ncat,4.6,5,1997
ncat,2.3,6,1997
ncat,1.4,7,1997
ncat,1,8,1997
ncat,0.8,9,1997
ncat,75.5,0,1998
ncat,61.8,1,1998
ncat,57.9,2,1998
ncat,28.4,3,1998
ncat,10,4,1998
ncat,4,5,1998
ncat,2.1,6,1998
ncat,1.5,7,1998
ncat,1,8,1998
ncat,1.6,9,1998
ncat,72.3,0,1999
ncat,61.6,1,1999
ncat,56.1,2,1999
ncat,27.4,3,1999
ncat,8.3,4,1999
ncat,4.2,5,1999
ncat,1.9,6,1999
ncat,1.4,7,1999
ncat,0.8,8,1999
ncat,0.4,9,1999
ncat,76.6,0,2000
ncat,63.8,1,2000
ncat,58,2,2000
ncat,31.5,3,2000
ncat,10.2,4,2000
ncat,4.5,5,2000
ncat,2.2,6,2000
ncat,1.9,7,2000
ncat,1.5,8,2000
ncat,1.3,9,2000
ncat,76,0,2001
ncat,66.9,1,2001
ncat,58.8,2,2001
ncat,33.5,3,2001
ncat,11.3,4,2001
ncat,4.2,5,2001
ncat,2.2,6,2001
ncat,1.5,7,2001
ncat,1,8,2001
ncat,1,9,2001
ncat,73,0,2002
ncat,60.6,1,2002
ncat,55.4,2,2002
ncat,30.8,3,2002
ncat,10.1,4,2002
ncat,4.1,5,2002
ncat,2.6,6,2002
ncat,1.2,7,2002
ncat,0.9,8,2002
ncat,0.6,9,2002
ncat,73.1,0,2003
ncat,61.3,1,2003
ncat,53,2,2003
ncat,30.5,3,2003
ncat,10.8,4,2003
ncat,4.3,5,2003
ncat,2.2,6,2003
ncat,1.3,7,2003
ncat,0.7,8,2003
ncat,0,9,2003
ncat,72.5,0,2004
ncat,58.9,1,2004
ncat,52.2,2,2004
ncat,32.6,3,2004
ncat,11.8,4,2004
ncat,4.8,5,2004
ncat,2.2,6,2004
ncat,1.2,7,2004
ncat,0,8,2004
ncat,0,9,2004
ncat,68.9,0,2005
ncat,58.2,1,2005
ncat,53.9,2,2005
ncat,34.2,3,2005
ncat,11.9,4,2005
ncat,5.2,5,2005
ncat,1.8,6,2005
ncat,0,7,2005
ncat,0,8,2005
ncat,0,9,2005
ncat,71.7,0,2006
ncat,62.8,1,2006
ncat,57.3,2,2006
ncat,37.4,3,2006
ncat,13.7,4,2006
ncat,4.2,5,2006
ncat,0,6,2006
ncat,0,7,2006
ncat,0,8,2006
ncat,0,9,2006
ncat,73.6,0,2007
ncat,63.8,1,2007
ncat,58.5,2,2007
ncat,40,3,2007
ncat,14.1,4,2007
ncat,0,5,2007
ncat,0,6,2007
ncat,0,7,2007
ncat,0,8,2007
ncat,0,9,2007
ncat,78.3,0,2008
ncat,67.6,1,2008
ncat,62.2,2,2008
ncat,35.8,3,2008
ncat,0,4,2008
ncat,0,5,2008
ncat,0,6,2008
ncat,0,7,2008
ncat,0,8,2008
ncat,0,9,2008
ncat,72.4,0,2009
ncat,62.4,1,2009
ncat,56.9,2,2009
ncat,0,3,2009
ncat,0,4,2009
ncat,0,5,2009
ncat,0,6,2009
ncat,0,7,2009
ncat,0,8,2009
ncat,0,9,2009
ncat,74.3,0,2010
ncat,64.1,1,2010
ncat,0,2,2010
ncat,0,3,2010
ncat,0,4,2010
ncat,0,5,2010
ncat,0,6,2010
ncat,0,7,2010
ncat,0,8,2010
ncat,0,9,2010
ncat,73.5,0,2011
ncat,0,1,2011
ncat,0,2,2011
ncat,0,3,2011
ncat,0,4,2011
ncat,0,5,2011
ncat,0,6,2011
ncat,0,7,2011
ncat,0,8,2011
ncat,0,9,2011
fsu,71.2,0,1996
fsu,55.7,1,1996
fsu,46.3,2,1996
fsu,18.2,3,1996
fsu,7.7,4,1996
fsu,3.2,5,1996
fsu,2,6,1996
fsu,1.2,7,1996
fsu,1.2,8,1996
fsu,2,9,1996
fsu,72.8,0,1997
fsu,57.5,1,1997
fsu,48.1,2,1997
fsu,28.4,3,1997
fsu,15.1,4,1997
fsu,5.9,5,1997
fsu,3.1,6,1997
fsu,4.3,7,1997
fsu,4.7,8,1997
fsu,2,9,1997
fsu,74.2,0,1998
fsu,54.9,1,1998
fsu,46.4,2,1998
fsu,31.8,3,1998
fsu,13.3,4,1998
fsu,4.6,5,1998
fsu,3.7,6,1998
fsu,2.7,7,1998
fsu,1.2,8,1998
fsu,0.4,9,1998
fsu,72.6,0,1999
fsu,60.2,1,1999
fsu,52.9,2,1999
fsu,25,3,1999
fsu,9.6,4,1999
fsu,5.5,5,1999
fsu,4,6,1999
fsu,2.5,7,1999
fsu,2.5,8,1999
fsu,2,9,1999
fsu,71,0,2000
fsu,56.8,1,2000
fsu,48.6,2,2000
fsu,31.4,3,2000
fsu,10.8,4,2000
fsu,5.8,5,2000
fsu,3.7,6,2000
fsu,2.4,7,2000
fsu,1.9,8,2000
fsu,1.9,9,2000
fsu,73.9,0,2001
fsu,55.8,1,2001
fsu,51.2,2,2001
fsu,31.8,3,2001
fsu,13.2,4,2001
fsu,7.2,5,2001
fsu,3.1,6,2001
fsu,2.4,7,2001
fsu,1.8,8,2001
fsu,1.2,9,2001
fsu,73.4,0,2002
fsu,59.8,1,2002
fsu,53,2,2002
fsu,30.7,3,2002
fsu,14.3,4,2002
fsu,7.4,5,2002
fsu,4.1,6,2002
fsu,2.2,7,2002
fsu,1.4,8,2002
fsu,1.2,9,2002
fsu,72.7,0,2003
fsu,57.4,1,2003
fsu,49.7,2,2003
fsu,30.7,3,2003
fsu,14.1,4,2003
fsu,7.2,5,2003
fsu,3.9,6,2003
fsu,3.7,7,2003
fsu,1.8,8,2003
fsu,0,9,2003
fsu,75.4,0,2004
fsu,60.7,1,2004
fsu,53,2,2004
fsu,35.9,3,2004
fsu,17.5,4,2004
fsu,6.8,5,2004
fsu,3.4,6,2004
fsu,2.2,7,2004
fsu,0,8,2004
fsu,0,9,2004
fsu,70.9,0,2005
fsu,55,1,2005
fsu,46.1,2,2005
fsu,32,3,2005
fsu,14.3,4,2005
fsu,5.7,5,2005
fsu,3.7,6,2005
fsu,0,7,2005
fsu,0,8,2005
fsu,0,9,2005
fsu,73.3,0,2006
fsu,55.5,1,2006
fsu,46.1,2,2006
fsu,28.9,3,2006
fsu,11.8,4,2006
fsu,5.3,5,2006
fsu,0,6,2006
fsu,0,7,2006
fsu,0,8,2006
fsu,0,9,2006
fsu,69.3,0,2007
fsu,52.5,1,2007
fsu,42.6,2,2007
fsu,26.9,3,2007
fsu,9.9,4,2007
fsu,0,5,2007
fsu,0,6,2007
fsu,0,7,2007
fsu,0,8,2007
fsu,0,9,2007
fsu,73.6,0,2008
fsu,53.2,1,2008
fsu,47.3,2,2008
fsu,26.8,3,2008
fsu,0,4,2008
fsu,0,5,2008
fsu,0,6,2008
fsu,0,7,2008
fsu,0,8,2008
fsu,0,9,2008
fsu,69.1,0,2009
fsu,51.7,1,2009
fsu,45.1,2,2009
fsu,0,3,2009
fsu,0,4,2009
fsu,0,5,2009
fsu,0,6,2009
fsu,0,7,2009
fsu,0,8,2009
fsu,0,9,2009
fsu,72.3,0,2010
fsu,58.4,1,2010
fsu,0,2,2010
fsu,0,3,2010
fsu,0,4,2010
fsu,0,5,2010
fsu,0,6,2010
fsu,0,7,2010
fsu,0,8,2010
fsu,0,9,2010
fsu,75.6,0,2011
fsu,0,1,2011
fsu,0,2,2011
fsu,0,3,2011
fsu,0,4,2011
fsu,0,5,2011
fsu,0,6,2011
fsu,0,7,2011
fsu,0,8,2011
fsu,0,9,2011
ecsu,75.2,0,1996
ecsu,63.6,1,1996
ecsu,60.4,2,1996
ecsu,23.2,3,1996
ecsu,5.8,4,1996
ecsu,3.4,5,1996
ecsu,2.1,6,1996
ecsu,0.8,7,1996
ecsu,0.3,8,1996
ecsu,0.3,9,1996
ecsu,76.4,0,1997
ecsu,65.6,1,1997
ecsu,59.9,2,1997
ecsu,24.3,3,1997
ecsu,6.6,4,1997
ecsu,3.8,5,1997
ecsu,2.1,6,1997
ecsu,1.7,7,1997
ecsu,0.5,8,1997
ecsu,0.7,9,1997
ecsu,72.9,0,1998
ecsu,60.2,1,1998
ecsu,56.5,2,1998
ecsu,21.8,3,1998
ecsu,5.6,4,1998
ecsu,3.4,5,1998
ecsu,1.9,6,1998
ecsu,1.1,7,1998
ecsu,1.6,8,1998
ecsu,0.5,9,1998
ecsu,77.3,0,1999
ecsu,65.3,1,1999
ecsu,57.4,2,1999
ecsu,25.4,3,1999
ecsu,5.2,4,1999
ecsu,3.7,5,1999
ecsu,1,6,1999
ecsu,1,7,1999
ecsu,1.5,8,1999
ecsu,1.2,9,1999
ecsu,81.4,0,2000
ecsu,65,1,2000
ecsu,55.5,2,2000
ecsu,23.4,3,2000
ecsu,4.5,4,2000
ecsu,2,5,2000
ecsu,1.4,6,2000
ecsu,0.7,7,2000
ecsu,0.9,8,2000
ecsu,0.7,9,2000
ecsu,73,0,2001
ecsu,59.2,1,2001
ecsu,56.5,2,2001
ecsu,25.3,3,2001
ecsu,6.3,4,2001
ecsu,2.5,5,2001
ecsu,1.7,6,2001
ecsu,1.1,7,2001
ecsu,0.6,8,2001
ecsu,0.8,9,2001
ecsu,74.9,0,2002
ecsu,60,1,2002
ecsu,54.1,2,2002
ecsu,24.2,3,2002
ecsu,8.5,4,2002
ecsu,4.6,5,2002
ecsu,1.7,6,2002
ecsu,1.7,7,2002
ecsu,0.4,8,2002
ecsu,0.4,9,2002
ecsu,76.3,0,2003
ecsu,60.1,1,2003
ecsu,56.6,2,2003
ecsu,30.5,3,2003
ecsu,9.4,4,2003
ecsu,3.1,5,2003
ecsu,1.3,6,2003
ecsu,1.7,7,2003
ecsu,1.5,8,2003
ecsu,0,9,2003
ecsu,74.7,0,2004
ecsu,56.1,1,2004
ecsu,52,2,2004
ecsu,29.2,3,2004
ecsu,10.4,4,2004
ecsu,3.6,5,2004
ecsu,1.3,6,2004
ecsu,0.9,7,2004
ecsu,0,8,2004
ecsu,0,9,2004
ecsu,72.3,0,2005
ecsu,63.7,1,2005
ecsu,55.4,2,2005
ecsu,31.8,3,2005
ecsu,10.6,4,2005
ecsu,3.2,5,2005
ecsu,1.3,6,2005
ecsu,0,7,2005
ecsu,0,8,2005
ecsu,0,9,2005
ecsu,79.4,0,2006
ecsu,63.5,1,2006
ecsu,58.1,2,2006
ecsu,37.3,3,2006
ecsu,12.4,4,2006
ecsu,4.1,5,2006
ecsu,0,6,2006
ecsu,0,7,2006
ecsu,0,8,2006
ecsu,0,9,2006
ecsu,76.7,0,2007
ecsu,61.8,1,2007
ecsu,54.8,2,2007
ecsu,27,3,2007
ecsu,7.8,4,2007
ecsu,0,5,2007
ecsu,0,6,2007
ecsu,0,7,2007
ecsu,0,8,2007
ecsu,0,9,2007
ecsu,76.3,0,2008
ecsu,58.6,1,2008
ecsu,52.8,2,2008
ecsu,31.9,3,2008
ecsu,0,4,2008
ecsu,0,5,2008
ecsu,0,6,2008
ecsu,0,7,2008
ecsu,0,8,2008
ecsu,0,9,2008
ecsu,73.6,0,2009
ecsu,56.1,1,2009
ecsu,47.7,2,2009
ecsu,0,3,2009
ecsu,0,4,2009
ecsu,0,5,2009
ecsu,0,6,2009
ecsu,0,7,2009
ecsu,0,8,2009
ecsu,0,9,2009
ecsu,77.3,0,2010
ecsu,58.2,1,2010
ecsu,0,2,2010
ecsu,0,3,2010
ecsu,0,4,2010
ecsu,0,5,2010
ecsu,0,6,2010
ecsu,0,7,2010
